id_cliente,idade,nivel_educacao,geracao,possui_parceiro,qts_criancas,responde_campanha,salario_anual,salario_mensal,preferência,n_compras,ultima_compra,total_gasto,produto_mais_compra,,R,F,M,,R_SCORE,F_SCORE,M_SCORE,MÉDIA_F_M,SEGMENTAÇÃO
5093,51,Posgrado,Geração X,NÂO,1,SIM,"$25.509,00","$2.125,75",loja online,6,2022-01-23,"$101,00",VINHO,,338,6,"$101,00",,1,2,2,2,Precisam de Atenção
7592,79,Posgrado,Baby Boomers,SIM,0,NÃO,"$51.012,00","$4.251,00",loja online,8,2022-05-18,"$209,00",VINHO,,223,8,"$209,00",,2,2,2,2,Precisam de Atenção
8895,40,Grado o superior,Millennials,NÂO,0,NÃO,"$70.596,00","$5.883,00",loja física,15,2022-05-01,"$968,00",CARNES,,240,15,"$968,00",,1,4,3,"3,5",Precisam de Atenção
8584,73,Posgrado,Baby Boomers,SIM,0,NÃO,"$85.431,00","$7.119,25",loja física,9,2022-09-10,"$1.165,00",CARNES,,111,9,"$1.165,00",,3,2,4,3,Promissores
2694,58,Grado o superior,Geração X,SIM,1,NÃO,"$42.664,00","$3.555,33",loja física,4,2022-07-12,"$24,00",VINHO,,169,4,"$24,00",,2,1,1,1,Hibernando
8910,70,Grado o superior,Baby Boomers,SIM,2,SIM,"$42.586,00","$3.548,83",loja física,10,2022-08-29,"$252,00",VINHO,,122,10,"$252,00",,3,2,2,2,Promissores
7433,40,Grado o superior,Millennials,NÂO,1,NÃO,"$29.760,00","$2.480,00",loja física,7,2021-09-22,"$165,00",CARNES,,459,7,"$165,00",,1,2,2,2,Precisam de Atenção
164,48,Posgrado,Geração X,SIM,0,NÃO,"$28.973,00","$2.414,42",loja online,10,2022-02-06,"$269,00",VINHO,,325,10,"$269,00",,1,2,2,2,Precisam de Atenção
10477,52,Posgrado,Geração X,SIM,1,NÃO,"$39.435,00","$3.286,25",loja online,5,2022-05-21,"$102,00",VINHO,,220,5,"$102,00",,2,1,2,"1,5",Hibernando
2681,41,Secundaria,Millennials,SIM,0,NÃO,"$65.370,00","$5.447,50",loja física,15,2022-09-21,"$461,00",PEIXES,,100,15,"$461,00",,3,4,3,"3,5",Promissores
5150,46,Secundaria,Geração X,NÂO,1,NÃO,"$20.194,00","$1.682,83",loja física,5,2022-04-03,"$47,00",OUTROS,,268,5,"$47,00",,1,1,1,1,Hibernando
5283,49,Posgrado,Geração X,NÂO,2,NÃO,"$42.473,00","$3.539,42",loja física,6,2022-11-01,"$144,00",VINHO,,60,6,"$144,00",,3,2,2,2,Promissores
9645,57,Grado o superior,Geração X,SIM,0,NÃO,"$64.590,00","$5.382,50",loja física,19,2022-05-15,"$1.338,00",VINHO,,226,19,"$1.338,00",,2,4,4,4,Precisam de Atenção
10678,66,Grado o superior,Baby Boomers,SIM,1,NÃO,"$71.232,00","$5.936,00",loja online,21,2022-12-31,"$917,00",VINHO,,0,21,"$917,00",,4,4,3,"3,5",Leais de Ouro
7261,54,Grado o superior,Geração X,SIM,2,SIM,"$34.600,00","$2.883,33",loja online,10,2022-07-13,"$318,00",VINHO,,168,10,"$318,00",,2,2,2,2,Precisam de Atenção
9648,58,Grado o superior,Geração X,NÂO,2,NÃO,"$46.904,00","$3.908,67",loja online,9,2021-08-17,"$253,00",VINHO,,494,9,"$253,00",,1,2,2,2,Precisam de Atenção
2870,52,Grado o superior,Geração X,SIM,1,NÃO,"$49.094,00","$4.091,17",loja online,12,2022-01-03,"$502,00",VINHO,,358,12,"$502,00",,1,3,3,3,Precisam de Atenção
8008,42,Grado o superior,Millennials,SIM,1,NÃO,"$36.075,00","$3.006,25",loja física,6,2022-07-15,"$119,00",VINHO,,166,6,"$119,00",,2,2,2,2,Precisam de Atenção
1513,46,Secundaria,Geração X,SIM,2,NÃO,"$60.839,00","$5.069,92",loja física,14,2022-08-16,"$1.250,00",VINHO,,135,14,"$1.250,00",,2,3,4,"3,5",Precisam de Atenção
6173,46,Grado o superior,Geração X,SIM,1,NÃO,"$77.298,00","$6.441,50",loja física,17,2022-12-06,"$969,00",VINHO,,25,17,"$969,00",,4,4,3,"3,5",Leais de Ouro
1419,75,Grado o superior,Baby Boomers,SIM,2,NÃO,"$34.026,00","$2.835,50",loja física,5,2022-10-24,"$76,00",VINHO,,67,5,"$76,00",,3,1,2,"1,5",Hibernando
9150,62,Posgrado,Baby Boomers,NÂO,2,NÃO,"$48.918,00","$4.076,50",loja física,5,2022-09-07,"$62,00",VINHO,,114,5,"$62,00",,3,1,1,1,Hibernando
7960,63,Secundaria,Baby Boomers,SIM,0,NÃO,"$82.122,00","$6.843,50",loja física,16,2022-09-08,"$1.382,00",VINHO,,113,16,"$1.382,00",,3,4,4,4,Promissores
1250,49,Grado o superior,Geração X,NÂO,1,NÃO,"$37.697,00","$3.141,42",loja física,5,2022-06-07,"$84,00",VINHO,,204,5,"$84,00",,2,1,2,"1,5",Hibernando
9905,73,Grado o superior,Baby Boomers,SIM,2,NÃO,"$34.074,00","$2.839,50",loja online,6,2022-06-08,"$255,00",VINHO,,203,6,"$255,00",,2,2,2,2,Precisam de Atenção
10691,65,Posgrado,Baby Boomers,SIM,2,NÃO,"$28.520,00","$2.376,67",loja física,3,2021-07-21,"$43,00",OUTROS,,520,3,"$43,00",,1,1,1,1,Hibernando
7002,70,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$62.535,00","$5.211,25",loja física,11,2022-10-06,"$398,00",VINHO,,85,11,"$398,00",,3,3,3,3,Promissores
2952,48,Posgrado,Geração X,NÂO,1,NÃO,"$36.273,00","$3.022,75",loja online,6,2022-12-31,"$76,00",CARNES,,0,6,"$76,00",,4,2,2,2,Potenciais de Ouro
8439,61,Grado o superior,Baby Boomers,SIM,2,NÃO,"$63.404,00","$5.283,67",loja online,10,2022-12-23,"$902,00",VINHO,,8,10,"$902,00",,4,2,3,"2,5",Potenciais de Ouro
762,44,Secundaria,Millennials,SIM,1,NÃO,"$75.774,00","$6.314,50",loja física,15,2022-12-22,"$823,00",VINHO,,9,15,"$823,00",,4,4,3,"3,5",Leais de Ouro
2831,49,Grado o superior,Geração X,SIM,1,NÃO,"$78.416,00","$6.534,67",loja física,17,2022-12-27,"$1.179,00",VINHO,,4,17,"$1.179,00",,4,4,4,4,Leais de Ouro
6977,51,Grado o superior,Geração X,SIM,1,NÃO,"$75.702,00","$6.308,50",loja física,23,2022-04-30,"$1.921,00",VINHO,,240,23,"$1.921,00",,1,4,4,4,Precisam de Atenção
6289,74,Posgrado,Baby Boomers,SIM,2,NÃO,"$59.385,00","$4.948,75",loja física,7,2022-05-31,"$185,00",VINHO,,210,7,"$185,00",,2,2,2,2,Precisam de Atenção
4168,59,Grado o superior,Geração X,NÂO,2,SIM,"$37.070,00","$3.089,17",loja física,13,2022-08-26,"$433,00",VINHO,,125,13,"$433,00",,3,3,3,3,Promissores
8397,74,Grado o superior,Baby Boomers,SIM,2,NÃO,"$44.689,00","$3.724,08",loja física,3,2022-08-03,"$34,00",VINHO,,148,3,"$34,00",,2,1,1,1,Hibernando
9284,67,Grado o superior,Baby Boomers,SIM,1,NÃO,"$53.977,00","$4.498,08",loja física,17,2022-11-13,"$907,00",VINHO,,48,17,"$907,00",,4,4,3,"3,5",Leais de Ouro
6237,59,Posgrado,Geração X,NÂO,2,NÃO,"$7.144,00","$595,33",loja online,24,2022-12-21,"$416,00",OUTROS,,10,24,"$416,00",,4,4,3,"3,5",Leais de Ouro
3130,61,Grado o superior,Baby Boomers,NÂO,2,NÃO,"$18.701,00","$1.558,42",loja física,6,2022-03-25,"$44,00",VINHO,,276,6,"$44,00",,1,2,1,"1,5",Hibernando
1619,69,Grado o superior,Baby Boomers,SIM,0,SIM,"$90.369,00","$7.530,75",loja física,10,2022-11-19,"$1.588,00",CARNES,,42,10,"$1.588,00",,4,2,4,3,Potenciais de Ouro
1990,51,Posgrado,Geração X,NÂO,0,NÃO,"$63.159,00","$5.263,25",loja física,11,2022-04-05,"$1.797,00",VINHO,,266,11,"$1.797,00",,1,3,4,"3,5",Precisam de Atenção
5513,59,Grado o superior,Geração X,SIM,2,NÃO,"$37.758,00","$3.146,50",loja física,4,2022-04-11,"$40,00",VINHO,,260,4,"$40,00",,1,1,1,1,Hibernando
269,62,Posgrado,Baby Boomers,NÂO,1,NÃO,"$46.757,00","$3.896,42",loja física,11,2022-01-03,"$1.143,00",VINHO,,358,11,"$1.143,00",,1,3,4,"3,5",Precisam de Atenção
8093,56,Posgrado,Geração X,SIM,0,NÃO,"$79.734,00","$6.644,50",loja física,10,2022-12-02,"$914,00",VINHO,,29,10,"$914,00",,4,2,3,"2,5",Potenciais de Ouro
10513,33,Grado o superior,Millennials,SIM,0,NÃO,"$63.207,00","$5.267,25",loja física,8,2022-05-19,"$1.502,00",CARNES,,222,8,"$1.502,00",,2,2,4,3,Precisam de Atenção
10177,71,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$72.071,00","$6.005,92",loja física,13,2022-05-15,"$1.338,00",VINHO,,226,13,"$1.338,00",,2,3,4,"3,5",Precisam de Atenção
2549,42,Posgrado,Millennials,SIM,1,NÃO,"$21.840,00","$1.820,00",loja física,4,2022-08-26,"$27,00",VINHO,,125,4,"$27,00",,3,1,1,1,Hibernando
5782,43,Secundaria,Millennials,SIM,1,NÃO,"$58.582,00","$4.881,83",loja online,18,2022-11-01,"$763,00",VINHO,,60,18,"$763,00",,3,4,3,"3,5",Promissores
10057,74,Grado o superior,Baby Boomers,NÂO,0,SIM,"$72.282,00","$6.023,50",loja física,14,2022-11-26,"$1.331,00",VINHO,,35,14,"$1.331,00",,4,3,4,"3,5",Leais de Ouro
10307,69,Grado o superior,Baby Boomers,SIM,2,NÃO,"$50.387,00","$4.198,92",loja física,14,2022-10-19,"$525,00",VINHO,,72,14,"$525,00",,3,3,3,3,Promissores
8566,64,Posgrado,Baby Boomers,SIM,2,NÃO,"$32.583,00","$2.715,25",loja física,3,2022-07-20,"$9,00",VINHO,,161,3,"$9,00",,2,1,1,1,Hibernando
2415,63,Grado o superior,Baby Boomers,SIM,1,NÃO,"$62.568,00","$5.214,00",loja online,10,2022-12-28,"$953,00",CARNES,,3,10,"$953,00",,4,2,3,"2,5",Potenciais de Ouro
5684,54,Posgrado,Geração X,NÂO,2,NÃO,"$44.635,00","$3.719,58",loja física,5,2022-10-12,"$68,00",VINHO,,79,5,"$68,00",,3,1,1,1,Hibernando
8334,54,Posgrado,Geração X,NÂO,2,NÃO,"$33.316,00","$2.776,33",loja física,6,2022-05-16,"$131,00",VINHO,,225,6,"$131,00",,2,2,2,2,Precisam de Atenção
9166,57,Grado o superior,Geração X,SIM,1,NÃO,"$63.967,00","$5.330,58",loja física,16,2022-12-13,"$882,00",VINHO,,18,16,"$882,00",,4,4,3,"3,5",Leais de Ouro
1440,47,Secundaria,Geração X,SIM,0,NÃO,"$52.513,00","$4.376,08",loja online,18,2022-06-23,"$1.149,00",VINHO,,188,18,"$1.149,00",,2,4,4,4,Precisam de Atenção
78,56,Grado o superior,Geração X,SIM,1,NÃO,"$25.293,00","$2.107,75",loja física,3,2021-11-01,"$37,00",VINHO,,420,3,"$37,00",,1,1,1,1,Hibernando
5441,60,Posgrado,Geração X,NÂO,1,NÃO,"$54.111,00","$4.509,25",loja física,11,2022-08-06,"$388,00",VINHO,,145,11,"$388,00",,2,3,2,"2,5",Precisam de Atenção
5302,39,Grado o superior,Millennials,SIM,0,SIM,"$78.394,00","$6.532,83",loja física,9,2022-12-17,"$1.428,00",CARNES,,14,9,"$1.428,00",,4,2,4,3,Potenciais de Ouro
4687,67,Posgrado,Baby Boomers,SIM,0,NÃO,"$80.739,00","$6.728,25",loja física,12,2022-11-23,"$1.633,00",CARNES,,38,12,"$1.633,00",,4,3,4,"3,5",Leais de Ouro
1087,50,Posgrado,Geração X,SIM,1,SIM,"$22.669,00","$1.889,08",loja online,6,2022-05-05,"$173,00",OUTROS,,236,6,"$173,00",,2,2,2,2,Precisam de Atenção
6859,38,Grado o superior,Millennials,NÂO,1,NÃO,"$29.236,00","$2.436,33",loja online,7,2022-06-25,"$99,00",VINHO,,186,7,"$99,00",,2,2,2,2,Precisam de Atenção
9860,66,Grado o superior,Baby Boomers,SIM,1,NÃO,"$44.911,00","$3.742,58",loja online,8,2022-05-20,"$215,00",VINHO,,221,8,"$215,00",,2,2,2,2,Precisam de Atenção
7129,63,Posgrado,Baby Boomers,SIM,1,NÃO,"$54.693,00","$4.557,75",loja física,19,2022-10-10,"$929,00",VINHO,,81,19,"$929,00",,3,4,3,"3,5",Promissores
5866,51,Grado o superior,Geração X,SIM,1,NÃO,"$48.186,00","$4.015,50",loja online,8,2022-10-06,"$219,00",VINHO,,85,8,"$219,00",,3,2,2,2,Promissores
10521,48,Grado o superior,Geração X,SIM,2,SIM,"$54.809,00","$4.567,42",loja física,7,2022-08-15,"$174,00",VINHO,,136,7,"$174,00",,2,2,2,2,Precisam de Atenção
7393,47,Grado o superior,Geração X,SIM,2,NÃO,"$41.580,00","$3.465,00",loja física,5,2021-12-21,"$92,00",VINHO,,370,5,"$92,00",,1,1,2,"1,5",Hibernando
7849,55,Posgrado,Geração X,SIM,0,NÃO,"$80.336,00","$6.694,67",loja física,15,2022-10-28,"$1.052,00",CARNES,,63,15,"$1.052,00",,3,4,4,4,Promissores
332,68,Grado o superior,Baby Boomers,SIM,1,NÃO,"$47.743,00","$3.978,58",loja física,10,2022-07-21,"$275,00",VINHO,,160,10,"$275,00",,2,2,2,2,Precisam de Atenção
9847,70,Secundaria,Baby Boomers,SIM,1,NÃO,"$62.972,00","$5.247,67",loja online,10,2022-05-18,"$587,00",VINHO,,223,10,"$587,00",,2,2,3,"2,5",Precisam de Atenção
531,71,Posgrado,Baby Boomers,NÂO,1,SIM,"$57.333,00","$4.777,75",loja física,17,2022-11-29,"$1.662,00",VINHO,,32,17,"$1.662,00",,4,4,4,4,Leais de Ouro
9576,43,Posgrado,Millennials,SIM,1,NÃO,"$32.313,00","$2.692,75",loja online,8,2021-11-27,"$159,00",VINHO,,394,8,"$159,00",,1,2,2,2,Precisam de Atenção
6906,72,Posgrado,Baby Boomers,NÂO,0,SIM,"$84.953,00","$7.079,42",loja física,7,2022-04-25,"$1.024,00",CARNES,,246,7,"$1.024,00",,1,2,3,"2,5",Precisam de Atenção
7419,57,Posgrado,Geração X,NÂO,1,NÃO,"$27.071,00","$2.255,92",loja física,5,2022-12-14,"$35,00",CARNES,,17,5,"$35,00",,4,1,1,1,Recém-Chegados
3170,68,Posgrado,Baby Boomers,SIM,0,NÃO,"$68.148,00","$5.679,00",loja física,10,2022-05-10,"$1.042,00",CARNES,,231,10,"$1.042,00",,2,2,3,"2,5",Precisam de Atenção
8527,60,Posgrado,Geração X,SIM,2,NÃO,"$65.735,00","$5.477,92",loja online,12,2022-12-30,"$395,00",VINHO,,0,12,"$395,00",,4,3,2,"2,5",Potenciais de Ouro
7872,50,Posgrado,Geração X,SIM,0,SIM,"$86.836,00","$7.236,33",loja online,12,2022-07-21,"$557,00",CARNES,,160,12,"$557,00",,2,3,3,3,Precisam de Atenção
10595,35,Grado o superior,Millennials,SIM,0,NÃO,"$30.093,00","$2.507,75",loja física,5,2022-01-29,"$69,00",CARNES,,332,5,"$69,00",,1,1,1,1,Hibernando
4609,59,Posgrado,Geração X,SIM,1,NÃO,"$57.705,00","$4.808,75",loja online,14,2022-12-18,"$486,00",VINHO,,13,14,"$486,00",,4,3,3,3,Potenciais de Ouro
5010,37,Grado o superior,Millennials,NÂO,1,NÃO,"$25.008,00","$2.084,00",loja física,4,2022-10-22,"$34,00",OUTROS,,69,4,"$34,00",,3,1,1,1,Hibernando
4427,30,Secundaria,Millennials,NÂO,0,SIM,"$83.257,00","$6.938,08",loja física,17,2022-08-26,"$1.365,00",CARNES,,125,17,"$1.365,00",,3,4,4,4,Promissores
11148,50,Grado o superior,Geração X,SIM,1,NÃO,"$22.280,00","$1.856,67",loja física,3,2022-02-27,"$13,00",CARNES,,304,3,"$13,00",,1,1,1,1,Hibernando
1168,47,Posgrado,Geração X,SIM,0,NÃO,"$72.159,00","$6.013,25",loja física,14,2022-09-01,"$1.401,00",CARNES,,120,14,"$1.401,00",,3,3,4,"3,5",Promissores
9595,64,Grado o superior,Baby Boomers,SIM,0,SIM,"$64.260,00","$5.355,00",loja online,8,2022-06-06,"$1.574,00",CARNES,,205,8,"$1.574,00",,2,2,4,3,Precisam de Atenção
10163,41,Posgrado,Millennials,NÂO,0,SIM,"$82.733,00","$6.894,42",loja online,15,2022-02-17,"$1.323,00",VINHO,,314,15,"$1.323,00",,1,4,4,4,Precisam de Atenção
2886,54,Posgrado,Geração X,NÂO,1,NÃO,"$74.290,00","$6.190,83",loja online,20,2022-11-20,"$1.217,00",VINHO,,41,20,"$1.217,00",,4,4,4,4,Leais de Ouro
6710,74,Posgrado,Baby Boomers,NÂO,3,NÃO,"$58.217,00","$4.851,42",loja física,6,2021-12-06,"$103,00",VINHO,,385,6,"$103,00",,1,2,2,2,Precisam de Atenção
5316,49,Posgrado,Geração X,SIM,0,NÃO,"$21.024,00","$1.752,00",loja física,6,2021-12-07,"$84,00",VINHO,,384,6,"$84,00",,1,2,2,2,Precisam de Atenção
9029,53,Posgrado,Geração X,SIM,0,NÃO,"$70.116,00","$5.843,00",loja física,14,2022-07-18,"$1.536,00",VINHO,,163,14,"$1.536,00",,2,3,4,"3,5",Precisam de Atenção
521,40,Grado o superior,Millennials,SIM,1,NÃO,"$54.006,00","$4.500,50",loja online,15,2022-10-23,"$581,00",CARNES,,68,15,"$581,00",,3,4,3,"3,5",Promissores
1459,59,Posgrado,Geração X,SIM,1,NÃO,"$69.063,00","$5.755,25",loja online,10,2022-07-13,"$928,00",VINHO,,168,10,"$928,00",,2,2,3,"2,5",Precisam de Atenção
10241,50,Secundaria,Geração X,NÂO,0,NÃO,"$11.448,00","$954,00",loja física,3,2022-08-21,"$14,00",PEIXES,,130,3,"$14,00",,3,1,1,1,Hibernando
1630,46,Grado o superior,Geração X,NÂO,1,NÃO,"$61.825,00","$5.152,08",loja física,12,2022-08-28,"$424,00",VINHO,,123,12,"$424,00",,3,3,3,3,Promissores
3254,54,Grado o superior,Geração X,SIM,1,NÃO,"$70.886,00","$5.907,17",loja online,9,2022-04-15,"$960,00",VINHO,,256,9,"$960,00",,1,2,3,"2,5",Precisam de Atenção
9064,43,Grado o superior,Millennials,SIM,0,SIM,"$69.109,00","$5.759,08",loja física,13,2022-10-21,"$1.555,00",VINHO,,70,13,"$1.555,00",,3,3,4,"3,5",Promissores
3678,52,Grado o superior,Geração X,NÂO,2,SIM,"$60.208,00","$5.017,33",loja online,15,2022-05-30,"$656,00",VINHO,,210,15,"$656,00",,2,4,3,"3,5",Precisam de Atenção
4227,57,Posgrado,Geração X,SIM,2,NÃO,"$32.889,00","$2.740,75",loja física,5,2022-06-18,"$55,00",VINHO,,193,5,"$55,00",,2,1,1,1,Hibernando
9467,41,Grado o superior,Millennials,NÂO,1,NÃO,"$34.738,00","$2.894,83",loja física,4,2022-12-03,"$20,00",CARNES,,28,4,"$20,00",,4,1,1,1,Recém-Chegados
8486,54,Posgrado,Geração X,SIM,1,NÃO,"$30.538,00","$2.544,83",loja online,13,2021-07-09,"$367,00",VINHO,,532,13,"$367,00",,1,3,2,"2,5",Precisam de Atenção
2186,48,Secundaria,Geração X,SIM,0,SIM,"$82.326,00","$6.860,50",loja física,11,2022-12-20,"$2.257,00",VINHO,,11,11,"$2.257,00",,4,3,4,"3,5",Leais de Ouro
3286,58,Posgrado,Geração X,NÂO,1,NÃO,"$26.642,00","$2.220,17",loja física,5,2022-10-15,"$42,00",CARNES,,76,5,"$42,00",,3,1,1,1,Hibernando
8602,61,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$69.932,00","$5.827,67",loja física,18,2022-07-07,"$1.049,00",VINHO,,174,18,"$1.049,00",,2,4,4,4,Precisam de Atenção
3722,53,Grado o superior,Geração X,NÂO,2,NÃO,"$44.503,00","$3.708,58",loja física,5,2022-12-01,"$48,00",VINHO,,30,5,"$48,00",,4,1,1,1,Recém-Chegados
6715,77,Posgrado,Baby Boomers,NÂO,1,NÃO,"$60.200,00","$5.016,67",loja física,17,2022-10-29,"$685,00",VINHO,,62,17,"$685,00",,3,4,3,"3,5",Promissores
4796,73,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$49.638,00","$4.136,50",loja física,4,2022-10-05,"$39,00",VINHO,,86,4,"$39,00",,3,1,1,1,Hibernando
9612,38,Secundaria,Millennials,NÂO,0,NÃO,"$23.830,00","$1.985,83",loja física,4,2022-09-14,"$43,00",OUTROS,,107,4,"$43,00",,3,1,1,1,Hibernando
3766,66,Posgrado,Baby Boomers,NÂO,0,SIM,"$33.051,00","$2.754,25",loja online,17,2022-10-12,"$835,00",CARNES,,79,17,"$835,00",,3,4,3,"3,5",Promissores
1399,67,Grado o superior,Baby Boomers,SIM,0,NÃO,"$72.905,00","$6.075,42",loja física,12,2022-12-30,"$1.515,00",CARNES,,0,12,"$1.515,00",,4,3,4,"3,5",Leais de Ouro
1570,74,Posgrado,Baby Boomers,SIM,1,NÃO,"$69.702,00","$5.808,50",loja física,17,2022-08-22,"$1.039,00",VINHO,,129,17,"$1.039,00",,3,4,3,"3,5",Promissores
3426,50,Grado o superior,Geração X,NÂO,1,NÃO,"$70.300,00","$5.858,33",loja física,18,2022-10-21,"$1.596,00",VINHO,,70,18,"$1.596,00",,3,4,4,4,Promissores
3074,41,Posgrado,Millennials,SIM,0,SIM,"$70.643,00","$5.886,92",loja online,9,2022-03-12,"$1.828,00",VINHO,,289,9,"$1.828,00",,1,2,4,3,Precisam de Atenção
8341,56,Posgrado,Geração X,SIM,1,SIM,"$30.396,00","$2.533,00",loja física,3,2022-11-06,"$34,00",VINHO,,55,3,"$34,00",,3,1,1,1,Hibernando
5180,57,Posgrado,Geração X,NÂO,1,NÃO,"$50.616,00","$4.218,00",loja online,8,2022-12-30,"$149,00",VINHO,,0,8,"$149,00",,4,2,2,2,Potenciais de Ouro
6461,56,Posgrado,Geração X,NÂO,1,NÃO,"$62.772,00","$5.231,00",loja física,16,2022-05-10,"$946,00",VINHO,,231,16,"$946,00",,2,4,3,"3,5",Precisam de Atenção
7679,40,Posgrado,Millennials,NÂO,0,NÃO,"$30.298,00","$2.524,83",loja física,4,2022-11-16,"$28,00",CARNES,,45,4,"$28,00",,4,1,1,1,Recém-Chegados
10702,41,Grado o superior,Millennials,NÂO,1,NÃO,"$52.413,00","$4.367,75",loja online,14,2022-06-01,"$450,00",VINHO,,210,14,"$450,00",,2,3,3,3,Precisam de Atenção
7505,68,Posgrado,Baby Boomers,SIM,2,NÃO,"$44.155,00","$3.679,58",loja física,3,2022-11-05,"$46,00",VINHO,,56,3,"$46,00",,3,1,1,1,Hibernando
5113,54,Posgrado,Geração X,NÂO,0,SIM,"$86.979,00","$7.248,25",loja online,10,2022-12-23,"$1.702,00",CARNES,,8,10,"$1.702,00",,4,2,4,3,Potenciais de Ouro
10858,50,Grado o superior,Geração X,SIM,2,NÃO,"$76.532,00","$6.377,67",loja online,16,2022-09-05,"$820,00",VINHO,,116,16,"$820,00",,3,4,3,"3,5",Promissores
2961,43,Grado o superior,Millennials,SIM,1,NÃO,"$42.081,00","$3.506,75",loja online,10,2022-05-21,"$382,00",VINHO,,220,10,"$382,00",,2,2,2,2,Precisam de Atenção
2747,37,Posgrado,Millennials,SIM,0,NÃO,"$67.546,00","$5.628,83",loja física,9,2022-07-23,"$2.126,00",VINHO,,158,9,"$2.126,00",,2,2,4,3,Precisam de Atenção
3010,36,Posgrado,Millennials,SIM,0,NÃO,"$88.420,00","$7.368,33",loja física,12,2022-10-23,"$2.069,00",VINHO,,68,12,"$2.069,00",,3,3,4,"3,5",Promissores
5790,40,Grado o superior,Millennials,SIM,1,NÃO,"$31.158,00","$2.596,50",loja física,5,2021-12-29,"$72,00",VINHO,,362,5,"$72,00",,1,1,2,"1,5",Hibernando
6892,57,Grado o superior,Geração X,NÂO,1,NÃO,"$61.671,00","$5.139,25",loja online,16,2022-12-21,"$732,00",VINHO,,10,16,"$732,00",,4,4,3,"3,5",Leais de Ouro
1743,51,Grado o superior,Geração X,NÂO,0,NÃO,"$69.719,00","$5.809,92",loja física,7,2022-12-10,"$801,00",VINHO,,21,7,"$801,00",,4,2,3,"2,5",Potenciais de Ouro
3578,76,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$49.160,00","$4.096,67",loja física,9,2022-10-31,"$236,00",VINHO,,60,9,"$236,00",,3,2,2,2,Promissores
8462,47,Secundaria,Geração X,SIM,1,NÃO,"$24.882,00","$2.073,50",loja física,3,2022-01-15,"$80,00",OUTROS,,346,3,"$80,00",,1,1,2,"1,5",Hibernando
5558,71,Posgrado,Baby Boomers,NÂO,0,NÃO,"$90.933,00","$7.577,75",loja online,8,2022-12-24,"$1.685,00",VINHO,,7,8,"$1.685,00",,4,2,4,3,Potenciais de Ouro
4619,80,Posgrado,Pré-Boomers,NÂO,0,NÃO,"$113.734,00","$9.477,83",loja online,27,2022-12-30,"$277,00",DOCES,,0,27,"$277,00",,4,4,2,3,Potenciais de Ouro
8780,75,Posgrado,Baby Boomers,SIM,1,NÃO,"$59.292,00","$4.941,00",loja física,11,2022-08-01,"$507,00",VINHO,,150,11,"$507,00",,2,3,3,3,Precisam de Atenção
10789,61,Posgrado,Baby Boomers,SIM,2,NÃO,"$45.759,00","$3.813,25",loja física,5,2022-01-21,"$68,00",VINHO,,340,5,"$68,00",,1,1,1,1,Hibernando
10779,42,Grado o superior,Millennials,NÂO,0,NÃO,"$22.148,00","$1.845,67",loja física,4,2022-08-06,"$49,00",VINHO,,145,4,"$49,00",,2,1,1,1,Hibernando
5896,38,Posgrado,Millennials,SIM,0,NÃO,"$73.395,00","$6.116,25",loja física,10,2022-12-22,"$397,00",VINHO,,9,10,"$397,00",,4,2,2,2,Potenciais de Ouro
2337,54,Grado o superior,Geração X,NÂO,1,NÃO,"$29.819,00","$2.484,92",loja online,6,2022-07-06,"$39,00",CARNES,,175,6,"$39,00",,2,2,1,"1,5",Hibernando
10951,57,Grado o superior,Geração X,SIM,1,NÃO,"$45.688,00","$3.807,33",loja física,11,2022-08-27,"$306,00",VINHO,,124,11,"$306,00",,3,3,2,"2,5",Promissores
544,71,Grado o superior,Baby Boomers,SIM,0,NÃO,"$62.820,00","$5.235,00",loja física,9,2022-08-18,"$976,00",VINHO,,133,9,"$976,00",,2,2,3,"2,5",Precisam de Atenção
17,54,Posgrado,Geração X,SIM,1,NÃO,"$60.491,00","$5.040,92",loja física,13,2022-07-18,"$1.028,00",VINHO,,163,13,"$1.028,00",,2,3,3,3,Precisam de Atenção
10680,39,Grado o superior,Millennials,SIM,1,NÃO,"$33.235,00","$2.769,58",loja online,6,2022-12-19,"$70,00",VINHO,,12,6,"$70,00",,4,2,2,2,Potenciais de Ouro
3265,66,Grado o superior,Baby Boomers,SIM,0,NÃO,"$35.701,00","$2.975,08",loja física,4,2022-05-04,"$46,00",VINHO,,237,4,"$46,00",,2,1,1,1,Hibernando
5623,45,Posgrado,Geração X,SIM,1,NÃO,"$31.535,00","$2.627,92",loja física,3,2022-03-14,"$51,00",OUTROS,,287,3,"$51,00",,1,1,1,1,Hibernando
5832,65,Secundaria,Baby Boomers,SIM,0,NÃO,"$92.556,00","$7.713,00",loja física,16,2022-12-06,"$1.263,00",VINHO,,25,16,"$1.263,00",,4,4,4,4,Leais de Ouro
5544,55,Grado o superior,Geração X,NÂO,1,NÃO,"$67.384,00","$5.615,33",loja online,12,2021-11-16,"$1.490,00",VINHO,,405,12,"$1.490,00",,1,3,4,"3,5",Precisam de Atenção
